Job Title,Company Name,Location,Description,Salary,MetaData,Posting
Lead Software Engineer - Enterprise Technology,JPMorgan Chase,"Chicago, IL 60601","  Demonstrated proficiency in software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,… ·More...",,"$58,500 - $87,700 a year",
"Regional Safety Engineer - Chicago, Data Center Health and Safety","Amazon Data Services, Inc.","Chicago, IL","  Minimum four year college degree in a health and safety, physical science, related field or equivalent experience in health and safety management. ·More...",,"$58,500 - $87,700 a year",
Product Development Engineer II,ProAmpac,"Hanover Park, IL 60133","  *Unfortunately, we cannot provide any type of sponsorship for this position.**.  Bonuses and incentives that reward employees for their contributions. ·More...",,"$58,500 - $87,700 a year",
Senior Lead Software Engineer - Personalization & Insights,JPMorgan Chase,"Chicago, IL 60601","  We operate at the intersection of big data, machine learning, and real time, low latency and high throughput application engineering, in order to personalize… ·More...",,"$58,500 - $87,700 a year",
Senior ServiceNow Engineer (Hybrid),Enova International,"Chicago, IL 60604","  As a Senior ServiceNow Engineer, you will be responsible for the design and implementation of changes to Enova's ServiceNow environment. ·More...",,"$58,500 - $87,700 a year",
Product Manager,Tempus,"Hybrid work in Chicago, IL","  Top candidates will also have experience working with cloud infrastructure, data, and/or machine learning.  Immerse yourself in the tough problems we're solving,… ·More...",,"$58,500 - $87,700 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
Hadoop/ Big Data Developer - Chicago,RV Soft,"Chicago, IL 60601 (New Eastside area)",  The ideal candidate will have a strong background in big data technologies and a passion for developing robust data processing solutions. EmployerActive 5 days ago·More...,,"$53,000 - $70,000 a year",Active 5 days ago
QA Engineer II (Romania),Yes Energy,"Chicago, IL 60604 (The Loop area)",  Contribute to a culture of excellence and continuous learning.  Our unique and innovative view of the data informs real-time trading decisions and mid- to long… ·More...,,"$53,000 - $70,000 a year",
Machine Vision Engineer,Alpha Matrix,"North Aurora, IL",  Ground up vision development and PC based vision development/programming.  Maintain & Improve existing Standard Vision Systems. ·More...,,"$53,000 - $70,000 a year",
Junior Data Scientist,V15P1TALONNN,"Chicago, IL","  Experience with machine learning techniques such as random forest, neural networks, and logistic regression.  In addition, you will have experience with big data… ·More...",,"$53,000 - $70,000 a year",
Senior Full Stack Developer,ClearCOGS,"Chicago, IL","  Through the combination of modern data management, machine learning, and statistical tools, our predictive forecasting system can help operators lower their… ·More...",,"$53,000 - $70,000 a year",
"Director, Data Engineer (Hybrid)",The Hartford,"Hybrid work in Chicago, IL",  Actively lead and develop a team of data engineers to deliver and maintain reusable and sustainable data assets and production pipelines that assist the… ·More...,,"$53,000 - $70,000 a year",
Data Science - Architect,3Cloud,"Remote in Downers Grove, IL","  Minimum of 5 years of experience with data science, or machine learning work.  We are looking for a Data Scientist - Architect who will be responsible for… ·More...",,"$53,000 - $70,000 a year",
Data Intelligence Engineer,Magnetar Capital,"Evanston, IL 60201 (Downtown area)","  When you work at Magnetar, you will receive premier health care benefits, eligibility to enroll in a 401(K) savings program with employer match, unlimited PTO,… ·More...",,"$53,000 - $70,000 a year",
5G Wireless Staff Researcher,Lenovo,"Chicago, IL",  Knowledge of artificial intelligence/machine learning and data-driven methods for wireless networks is a plus. ·More...,,"$53,000 - $70,000 a year",
Data Engineer,AbbVie,"Hybrid work in Mettawa, IL","  Onboarding, consolidating, cleansing, and structuring data for efficient use in reports, analytical applications, and machine learning models. ·More...",,"$53,000 - $70,000 a year",
Sr. Data Engineer,Upwork,"Remote in Chicago, IL","  Experience with machine learning techniques.  They are currently looking to partner with a Senior Data Engineer who will design, develop, maintain, and test data… ·More...",,"$53,000 - $70,000 a year",
QA Engineer,Velvetech,"Chicago, IL","  US clients are leading trading and financial organizations, insurance companies, large healthcare associations, pharmaceutical and energy companies, equipment… ·More...",,"$53,000 - $70,000 a year",
"HW Design Assurance Engineer, I",Zebra Technologies,"Hybrid work in Lincolnshire, IL","  Advising design engineering on the selection, application and test of mechanical and/or electronic components, optical/machine vision or autonomous systems and… ·More...",,"$53,000 - $70,000 a year",
Mechanical Engineer,Crane Payment Innovations,"Hybrid work in Mount Prospect, IL 60056","  As our Mechanical Engineer, you will provide dedicated mechanical engineering support for a supply chain engineering team focused on delivering cost reduction… ·More...",,"$53,000 - $70,000 a year",
"DIRECTOR, MACHINE LEARNING ENGINEERING/MLOPS","Hyatt Corporate Office, Chicago","Chicago, IL","  Expertise in a broad array of machine learning frameworks (Scikit-Learn, XGBoost, Tensorflow, PyTorch, MXNet, etc).  Expertise in Python, SQL, and Spark. ·More...",,"$53,000 - $70,000 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
Applied AI/ML Lead,JPMorgan Chase,"Chicago, IL 60601","  You will be a part of an innovative team, working closely with our product owners, data engineers, and software engineers to build new systems. ·More...",,"$164,350 - $260,000 a year",
Software Engineer II,Tempus,"Hybrid work in Chicago, IL","  You've got software development experience in both frontend and backend technologies.  You're familiar with some of the technologies we use, such as: Node.js,… ·More...",,"$164,350 - $260,000 a year",
Site Reliability Engineer (Hybrid),Enova International,"Hybrid work in Chicago, IL 60604","  As a Site Reliability engineer you will help maintain the reliability of our consumer business from a technology and operational standpoint, and will drive its… ·More...",,"$164,350 - $260,000 a year",
Hybrid Work - Need AI Principal Engineer in Mettawa IL,Steneral Consulting,"Hybrid work in Mettawa, IL 60045","  Experience with streamlit and machine learning algorithms is a plus.  Proven experience working with Python, TensorFlow, Neural Network and Langchain. ·More...",,"$164,350 - $260,000 a year",
Azure Data Engineer,Avanade,"Chicago, IL","  [MULTIPLE POSITIONS]: Avanade Inc. is seeking Azure Data Engineers in Chicago, IL to deliver analytics and business intelligence solutions to our clients within… ·More...",,"$164,350 - $260,000 a year",
ML Engineer,NinjaTrader,"Chicago, IL","  3+ years of experience in machine learning and data engineering.  We are seeking a Machine Learning & Data Science Engineer who will design, implement, and… ·More...",,"$164,350 - $260,000 a year",
Engineering Manager,Yes Energy,"Chicago, IL 60604 (The Loop area)","  Our unique and innovative view of the data informs real-time trading decisions and mid-to-long-term investment decisions that keep utility prices low, support… ·More...",,"$164,350 - $260,000 a year",
"Senior Research Software Engineer, Commodities (Python)",DRW,"Chicago, IL",  Experience building and scaling large-scale analysis or machine learning tools.  Build data and machine learning infrastructure to make trading data sets… ·More...,,"$164,350 - $260,000 a year",
Controls Engineer,Wayfair,"Romeoville, IL 60446","  Create diagrams for a machine or process.  Collaborate with cross-functional teams, including mechanical engineers, project managers, and production staff, to… EmployerActive 8 days ago·More...",,"$164,350 - $260,000 a year",Active 8 days ago
Research Software Engineer,The University of Chicago,"Chicago, IL 60637 (Woodlawn area)","  Will work on the intersection of development, research, and operations, discovering new requirements through working with scientific users, designing and… ·More...",,"$164,350 - $260,000 a year",
"Fullstack/Backend Software Engineer - JAVA, Springboot, React/Angular",JPMorganChase,"Chicago, IL 60603","  Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,… ·More...",,"$164,350 - $260,000 a year",
Data Engineer - 75% Remote,OMRON,"Remote in Hoffman Estates, IL 60169","  Collaborate with data experts to deploy machine learning models and support data science projects.  As a Data Engineer at OMRON, you will play a crucial role in… ·More...",,"$164,350 - $260,000 a year",
Data Engineer,WellNow Urgent Care,"Chicago, IL 60618","  Design, develop and monitor large scale data pipelines empowering executive dashboards, operational reporting, and machine learning algorithms. ·More...",,"$164,350 - $260,000 a year",
Data Engineer,Tredence Analytic,"Chicago, IL 60601","  The ideal candidate will be responsible for employing machine learning techniques to create and sustain structures that allow for the analysis of data, while… ·More...",,"$164,350 - $260,000 a year",
Senior Staff Data Engineer,Grainger,"Chicago, IL 60654",  Exposure to analytics and machine learning.  Educate and mentor the junior data engineers on data engineering best practices. ·More...,,"$164,350 - $260,000 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
Sr Software Development Engineer (Python/Java/GoLang),CVS Health,"Hybrid work in Chicago, IL 60602","  Leadership Skills: Demonstrated ability to provide technical leadership, mentor junior engineers, and drive successful outcomes in a collaborative team… ·More...",,"$92,700 - $222,480 a year",
Laboratory Automation Software Engineer,AbbVie,"North Chicago, IL","  Experience in network architecture design, data science, database design, image processing, and machine learning a plus. EmployerActive 7 days ago·More...",,"$92,700 - $222,480 a year",Active 7 days ago
AUTOMATION CONTROLS ENGINEER,Smalley Steel Ring Company,"Lake Zurich, IL 60047","  As an Automation Engineer, you will play a key role in the designing, building, and programming of machines.  Engaging in team-building activities and events. EmployerActive 3 days ago·More...",,"$92,700 - $222,480 a year",Active 3 days ago
Principal Research Scientist I - Material Sciences/ Physical Analytical Chemistry,AbbVie,"North Chicago, IL","  Experience with post data collection processing, including 3D data reconstruction, artificial intelligence and machine learning strategies is a plus. EmployerActive 4 days ago·More...",,"$92,700 - $222,480 a year",Active 4 days ago
Senior Principal Product Owner (Machine Learning/AI),Discover Financial Services,"Riverwoods, IL 60015",  Experience with machine learning platforms as well as a fundamental understanding of the machine learning lifecycle is a plus.  How You’ll Do It. ·More...,,"$92,700 - $222,480 a year",
Draftperson,SKF,"Waukegan, IL","  Product Development and Engineering has the Regional responsibility for bearings and units.  As part of the SKF Technology Development business unit, Product… ·More...",,"$92,700 - $222,480 a year",
Cloud Architect | Onsite,Photon,"Chicago, IL 60603 (The Loop area)","  : Familiarity with cloud-based data engineering, machine learning services, and big data technologies (e.g.,.  You will leverage your expertise to design robust,… ·More...",,"$92,700 - $222,480 a year",
Principal AI Engineer,Teragonia,"Hybrid work in Chicago, IL 60607","  You will collaborate with Teragonia’s multidisciplinary team of data scientists, management consultants, analytics engineers, data engineers, software engineers… EmployerActive 3 days ago·More...",,"$92,700 - $222,480 a year",Active 3 days ago
"Technical Architect, AI & MLOps",Echo Global Logistics,"Chicago, IL","  Strong knowledge of machine learning algorithms model lifecycle management, and model deployment best practices. ·More...",,"$92,700 - $222,480 a year",
Senior Security Engineer,#TeamGoHealth,"Hybrid work in Chicago, IL","  Our extensive industry expertise, including the use of data science and machine learning with key investments in proprietary technology, helps consumers cut… ·More...",,"$92,700 - $222,480 a year",
"Senior Design Engineer, Power Tools",Milwaukee Electric Tool Corporation,"Chicago, IL","  And we’re pushing the limits in firmware engineering, power electronics, embedded systems, machine learning, and the use of artificial intelligence. ·More...",,"$92,700 - $222,480 a year",
Sr. Data Engineer Salesforce Data Cloud,DeVry University,"Lisle, IL","  Data ingestion and -consumption capacity-, and performance planning and optimization in support of Analytical- and Machine learning initiatives. ·More...",,"$92,700 - $222,480 a year",
Product Manager,Crowe LLP,"Oakbrook Terrace, IL 60181","  Strong understanding of AI, machine learning, and data science concepts.  Experience managing machine learning or artificial intelligence solutions as part of an… ·More...",,"$92,700 - $222,480 a year",
Salesforce Marketing Cloud Administrator,AbbVie,"Mettawa, IL","  Demonstrate proficiency in a broad range of techniques and methods for information technology engineering, including software development, data warehousing,… EmployerActive 3 days ago·More...",,"$92,700 - $222,480 a year",Active 3 days ago
Security Architecture Engineer,HUB International,"Remote in Chicago, IL 60654","  Engage in regular technical training and certification courses to maintain knowledge in rapidly evolving areas such as cloud security, machine learning in… ·More...",,"$92,700 - $222,480 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
5G Wireless Staff Researcher,Lenovo,"Chicago, IL",  Knowledge of artificial intelligence/machine learning and data-driven methods for wireless networks is a plus. ·More...,,$65 an hour,
Production Support Engineer,Arthur Grand Technologies Inc,"Chicago, IL","  Work experience in Unix, Java, PLSQL, Monitoring tools like Datadog etc.  *Working experience as L2 production support for FX and cross currency payment… ·More...",,$65 an hour,
Quality Assurance Analyst,Predictive Sales AI,"Chicago, IL",  Collaborate with QA engineers to draft quality assurance procedures and regulatory requirements.  You will be responsible for preventing errors and defects… EmployerActive 13 days ago·More...,,$65 an hour,Active 13 days ago
Staff Backend Engineer,Grindr,"Hybrid work in Chicago, IL 60625",  Leading projects and other engineers to implement new features and coordinate closely with the product and design teams. ·More...,,$65 an hour,
WMS SUPPORT ENGINEER,ClinDCast LLC,"Naperville, IL 60540",  Guide and collaborate with L1-L3 WMS support teams.  Provide technical assistance and resolution guidance to DC Operations.  Document and track incident trends. ·More...,,$65 an hour,
Service Engineer,Super Micro Computer,"Chicago, IL",  Strong technical communication skills to lead investigations with engineers of multiple disciplines.  Supermicro is seeking a Service Engineer that will be… ·More...,,$65 an hour,
"Consulting Senior Manager, Insurance Practice (Chicago)",West Monroe,"Chicago, IL","  After formalizing its insurance practice earlier this year, the practice’s growth comes at a critical time as insurers face historic inflation and claims cost,… ·More...",,$65 an hour,
"Associate, Fraud Analytics","Avant, LLC","Chicago, IL 60610 (River North area)",  Prior experience in statistics and machine learning modeling techniques through coursework or professional experience. EmployerActive 5 days ago·More...,,$65 an hour,Active 5 days ago
Cloud Engineer,SCIGON,"Chicago, IL","  Cloud Technologies: Experience with cloud technologies including compute, storage, network, and databases.  Infrastructure Consulting/Implementation: 5+ years of… ·More...",,$65 an hour,
Automation Engineer - Robotics,Fusion/RoboJob-USA,"Chicago, IL",  The person in this position will support the commissioning and deployment of robot systems for CNC machine shops.  Strong computer skills including MS Excel. EmployerActive 3 days ago·More...,,$65 an hour,Active 3 days ago
"HW Design Assurance Engineer, I",Zebra Technologies,"Hybrid work in Lincolnshire, IL","  Advising design engineering on the selection, application and test of mechanical and/or electronic components, optical/machine vision or autonomous systems and… ·More...",,$65 an hour,
Mechanical Engineer,Crane Payment Innovations,"Hybrid work in Mount Prospect, IL 60056","  As our Mechanical Engineer, you will provide dedicated mechanical engineering support for a supply chain engineering team focused on delivering cost reduction… ·More...",,$65 an hour,
SENIOR DATA SCIENTIST,"Hyatt Corporate Office, Chicago","Chicago, IL","  Applying the latest techniques and approaches across the domains of data science, machine learning, and AI isn’t just a nice to have, it’s a must. ·More...",,$65 an hour,
Cloud Infrastructure Engineer,"Navistar, Inc.","Lisle, IL 60532",  Collaborate with platform engineers and application developers to determine where their application fits within International’s ecosystem. ·More...,,$65 an hour,
Staff Dev Ops Engineer,EPIQ DESIGN SOLUTIONS LLC,"Rolling Meadows, IL 60008","  Epiq Solutions develops cutting-edge software-defined radio (SDR) products and processing solutions to enable spectrum dominance for maritime, land, air, and… ·More...",,$65 an hour,
"machine learning engineer jobs in Chicago, IL",,,,,,
Snowflake Admin-3,Realign LLC,"Chicago, IL","  Collaborate with data analysts and engineers to optimize platform performance.  As a Snowflake Admin, you will be responsible for the maintenance, configuration,… ·More...",,"$150,000 - $180,000 a year",
"Associate Engineer, Technology II",AbbVie,"Hybrid work in North Chicago, IL","  Collaborate with data scientists and engineers to support GenAI going into production environments.  The ideal candidate will be experience in DevOps, Python… ·More...",,"$150,000 - $180,000 a year",
Sr. Manager - Artificial Intelligence/Machine Learning Technologies & Architecture,Ingredion Incorporated,"Westchester, IL 60154","  Strong knowledge and experience in AI/ML concepts, such as supervised and unsupervised learning, deep learning, computer vision, natural language processing,… ·More...",,"$150,000 - $180,000 a year",
Senior AI Engineer,AHEAD,"Hybrid work in Chicago, IL 60611","  Minimum of 5 years of experience in a data science-related role, with a focus on machine learning and deep learning.  Medical, Dental, and Vision Insurance. ·More...",,"$150,000 - $180,000 a year",
Reporting Engineer,Aspen Dental,"Chicago, IL 60607",  Encourage a culture of continuous learning and innovation within the reporting team.  We seek a skilled Reporting Engineer to join our team and drive the… ·More...,,"$150,000 - $180,000 a year",
BI Solution Architect,Spaatech Inc,"Chicago, IL","  Develop the overall data and architecture to ensure reusability, integration, and optimization of the data warehouse solution (architecture, logical/physical… EmployerActive 4 days ago·More...",,"$150,000 - $180,000 a year",Active 4 days ago
"AI/ML Cloud Consultant, Professional Services, Google Cloud",Google,"Chicago, IL (West Town area)",  Propose solution architectures and manage the deployment of cloud based machine learning solutions according to complex customer requirements and implementation… ·More...,,"$150,000 - $180,000 a year",
Supply Chain AI Specialist,Motorola Solutions,"Remote in Chicago, IL 60007","  Knowledge of GenAI, machine learning, predictive analytics or similar role in supply chain management.  The Supply Chain AI department at Motorola Solutions… ·More...",,"$150,000 - $180,000 a year",
GIS HANA Database Administrator,Vrtek,"Chicago, IL 60642 (West Town area)","  Going to client sites, so have to check this.  First couple months more frequent travel.  The GIS HANA Database Administrator will be responsible for the… ·More...",,"$150,000 - $180,000 a year",
Controls Engineer,Alpha Matrix,"Aurora, IL",  Programming of Allen Bradley PLCs.  Development of Allen Bradley HMI systems.  Opportunity to work on Robotics and Machine Vision systems. EmployerActive 5 days ago·More...,,"$150,000 - $180,000 a year",Active 5 days ago
Research Assistant,Rosalind Franklin University of Medicine & Science,"North Chicago, IL 60064",  The Physical Therapy Motion Analysis Lab at Rosalind Franklin University has an opening for a full-time Research Assistant to support research projects in gait… ·More...,,"$150,000 - $180,000 a year",
Director of Data Science,RecruiterDNA,"Hybrid work in Chicago, IL 60601","  Expertise in machine learning, AI, predictive modeling, and statistical analysis.  Lead and manage a team of data scientists in developing predictive models,… EmployerActive 20 days ago·More...",,"$150,000 - $180,000 a year",Active 20 days ago
Business Intelligence Engineer,Clarity Partners LLC,"Chicago, IL",  Experience with machine learning models.  This individual will assist the water quality team on a client facing project. ·More...,,"$150,000 - $180,000 a year",
"Data Engineer, Enterprise Architecture",Invenergy,"Chicago, IL","  The Data Engineer should be an experienced hands-on Data Engineer that will be responsible for our enterprise data assets, work with our various business… ·More...",,"$150,000 - $180,000 a year",
Chief Technology Officer (CTO),MxD,"Chicago, IL 60642","  In-depth knowledge of digital manufacturing technologies such as digital twin, artificial intelligence (AI), machine learning (ML), cloud computing, and the… ·More...",,"$150,000 - $180,000 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
IAM AD Engineer (hybrid),Northwestern University,"Evanston, IL","  As an AD engineer you will need to have acquired 3 years hands on experience with Active Directory Server (ADS), Azure AD, CyberArk (or other PAM tool) and… ·More...",,"$250,000 - $260,000 a year",
"Senior Software Engineer, Back End (Golang or Scala, AWS)",Capital One,"Hybrid work in Chicago, IL 60601","  Share your passion for staying on top of tech trends, experimenting with and learning new technologies, participating in internal & external technology… ·More...",,"$250,000 - $260,000 a year",
Analytics Engineer,NinjaTrader,"Hybrid work in Chicago, IL","  Work with security engineers to design and maintain data governance in our data warehouse and BI tools.  As part of the team, the Analytics Engineer will be… ·More...",,"$250,000 - $260,000 a year",
Staff Data Scientist,Abbott Laboratories,"Abbott Park, IL","  Build and validate predictive models using appropriate machine learning algorithms.  Strong knowledge of machine learning algorithms, statistical techniques and… ·More...",,"$250,000 - $260,000 a year",
Head of Market Data Development,Chicago Trading Company (CTC),"Chicago, IL",  Come join us and be involved in mission-critical initiatives that have a direct and meaningful impact on the firm’s daily performance. ·More...,,"$250,000 - $260,000 a year",
Senior Data Architect (Leadership),SmartTalent,"Remote in Chicago, IL","  Your expertise will be crucial in developing and improving our internal data warehouse and business intelligence systems, supporting over 18 diverse business… ·More...",,"$250,000 - $260,000 a year",
Automation & Controls Engineer,"OSI INDUSTRIES, LLC","Chicago, IL 60609","  This role is responsible for managing engineering projects from concept through scope definition, design, costing, planning, installation, start-up and follow… ·More...",,"$250,000 - $260,000 a year",
Site Reliability Engineer (Hybrid),Enova International,"Hybrid work in Chicago, IL 60604","  As a Site Reliability engineer you will help maintain the reliability of our consumer business from a technology and operational standpoint, and will drive its… ·More...",,"$250,000 - $260,000 a year",
Senior Data Scientist,Morningstar,"Hybrid work in Chicago, IL 60602","  In this role, you will participate in the analysis of new feature/content requests and help multifunctional development teams to understand WHAT needs to be… ·More...",,"$250,000 - $260,000 a year",
Systems Engineer,Akuna Capital,"Chicago, IL 60604 (The Loop area)","  We are looking for a Systems Engineer to be responsible for Akuna's Linux server platform health.  This person will participate in the design, deployment, and… ·More...",,"$250,000 - $260,000 a year",
Custom Reporting Lead,Press Ganey,"Remote in Chicago, IL","  Stay updated with industry trends, including the use of AI and machine learning to automate code generation, enhancing reporting tools and processes. ·More...",,"$250,000 - $260,000 a year",
Controls & Automation Engineer,Hargrove Controls + Automation,"Chicago Heights, IL 60411",  Experience with virtual machines and network security.  Advise senior engineers on identified design or scope changes that may impact project outcomes. EmployerActive 6 days ago·More...,,"$250,000 - $260,000 a year",Active 6 days ago
"Lead Software Engineer, Back End",Capital One,"Hybrid work in Chicago, IL","  Lead a portfolio of diverse technology projects and a team of developers with deep experience in distributed microservices, and full stack systems to create… ·More...",,"$250,000 - $260,000 a year",
Data Engineer (multiple openings) - IHM,Discover Financial Services,"Riverwoods, IL 60015","  Influences other team members to achieve commitments per guidance from Chapter Leads and actively contributes to agile ceremonies.  STD, Life, LTD and AD&D. ·More...",,"$250,000 - $260,000 a year",
Reliability Technical Specialist,"Navistar, Inc.","Lisle, IL 60532",  We are seeking a Reliability Technical Specialist to support Reliability Management within assigned New Product Development programs by supporting Design… ·More...,,"$250,000 - $260,000 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
,,,,,,
Chaos Engineer for Productivity of technology and Business Processes - C85790 6.6 at Illinois,CapB InfoteK,"Rosemont, IL",  Chaos Engineer Job Description Responsible for improving and managing the productivity of technology and business processes by creating automated workflows to… ·More...,,"$58,500 - $85,800 a year",
Data Science Portal Developer,Argonne National Laboratory,"Lemont, IL 60439",  Integrate machine learning models and algorithms into data science portals and workflows for data analysis.  Work independently as well as collaboratively with… ·More...,,"$58,500 - $85,800 a year",
Senior Security Engineer,#TeamGoHealth,"Hybrid work in Chicago, IL","  Our extensive industry expertise, including the use of data science and machine learning with key investments in proprietary technology, helps consumers cut… ·More...",,"$58,500 - $85,800 a year",
Data and Analytics Consultant,"Systems Evolution, Inc","Chicago, IL","  Experience with statistical and mathematical modeling, artificial intelligence and machine learning software and methods. ·More...",,"$58,500 - $85,800 a year",
AI Architect,Strata Decision Technology,"Chicago, IL","  Deep knowledge of data science, statistics, and machine learning techniques, including supervised and unsupervised learning, NLP, and reinforcement learning. ·More...",,"$58,500 - $85,800 a year",
"Team Lead, Machine Learning",ACV Auctions,"Chicago, IL","  Leading a team of machine learning engineers to build, automate, and deploy ML models and pipelines in production. ·More...",,"$58,500 - $85,800 a year",
"Technical Architect, AI & MLOps",Echo Global Logistics,"Chicago, IL","  Strong knowledge of machine learning algorithms model lifecycle management, and model deployment best practices. ·More...",,"$58,500 - $85,800 a year",
Eaton Development Program: Field Service Engineer,Eaton,"Chicago, IL",  Tuition assistance for ongoing learning.  Minimum of one internship/co-op experience or an equivalent 3 months of experience in a technician or maintenance role… ·More...,,"$58,500 - $85,800 a year",
Sr. Data Engineer Salesforce Data Cloud,DeVry University,"Lisle, IL","  Data ingestion and -consumption capacity-, and performance planning and optimization in support of Analytical- and Machine learning initiatives. ·More...",,"$58,500 - $85,800 a year",
"Director II, Data Science & Analytics",AbbVie,"North Chicago, IL","  Data Science and Analytics is an ambitious team of Data Scientists and Data Engineers with a unique blend of Business, Scientific, and Machine Learning… EmployerActive 6 days ago·More...",,"$58,500 - $85,800 a year",Active 6 days ago
AI Data Specialist,Deloitte,"Chicago, IL 60606 (The Loop area)","  You will work closely with cross-functional teams including data scientists, engineers, and business consultants to design scalable AI architectures and… ·More...",,"$58,500 - $85,800 a year",
"Cloud Engineer, AI/ML, Professional Services, Google Cloud",Google,"Chicago, IL (West Town area)",  Understanding of auxiliary practical concerns in production machine learning systems.  8 years of experience building machine learning solutions and working with… ·More...,,"$58,500 - $85,800 a year",
Advanced AI Research Engineer,Accenture,"Chicago, IL","  5 years of work experience with machine learning frameworks (e.g. Pytorch, TensorFlow), artificial intelligence, deep learning or natural language processing. ·More...",,"$58,500 - $85,800 a year",
Draftperson,SKF,"Waukegan, IL","  Product Development and Engineering has the Regional responsibility for bearings and units.  As part of the SKF Technology Development business unit, Product… ·More...",,"$58,500 - $85,800 a year",
AI Engineer (Digital Consulting Senior Manager),Huron Consulting Group Inc.,"Chicago, IL","  Minimum of 7 years' experience working with machine learning models, including both traditional statistical methods and deep learning techniques. ·More...",,"$58,500 - $85,800 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
Senior Network Engineer,Expedia Partner Solutions,"Hybrid work in Chicago, IL","  Expedia Product & Technology builds innovative products, services, and tools to deliver high-quality experiences for travelers, partners, and our employees. ·More...",,"$134,500 - $233,500 a year",
Sr R&D Engineer Scientist - Process Modeling,Honeywell,"Des Plaines, IL 60016","  Familiarity with machine learning, data science tools and algorithms.  Benefits provided may differ by role and location. ·More...",,"$134,500 - $233,500 a year",
Quantitative Trader – High Frequency Futures,Wolverine Trading,"Chicago, IL 60604 (The Loop area)",  Advanced knowledge of modern statistical and machine learning techniques.  Proficiency in at least one statistical package and one machine learning package in… ·More...,,"$134,500 - $233,500 a year",
Postdoctoral Appointee: Physics-Informed Machine Learning Applications for Hydrology,Argonne National Laboratory,"Lemont, IL 60439",  The Postdoctoral Appointee will work toward advancing state-of-the art physics-informed artificial intelligence and machine learning (AI/ML) models to improve… ·More...,,"$134,500 - $233,500 a year",
Lead Controls Engineer,The J. M. Smucker Company,"Chicago, IL 60639 (Galewood area)","  Experience learning and integrating new technologies.  Strong knowledge of machine and/or process control hardware, instrumentation and software including Allen… ·More...",,"$134,500 - $233,500 a year",
"Fullstack/Backend Software Engineer - JAVA, Springboot, React/Angular",JPMorgan Chase,"Chicago, IL 60601","  Emerging knowledge of software applications and technical processes within a technical discipline (e.g., cloud, artificial intelligence, machine learning,… ·More...",,"$134,500 - $233,500 a year",
Senior Data Scientist Insurance,TransUnion,"Hybrid work in Chicago, IL","  TransUnion provides flexible benefits including flexible time off for exempt associates, paid time off for non-exempt associates, tuition reimbursement,… ·More...",,"$134,500 - $233,500 a year",
Senior Data Modeler II,Tempus,"Hybrid work in Chicago, IL","  Manage an enterprise data model in collaboration with clinicians, data scientists, engineers, product managers, and operators to integrate clinical data from… ·More...",,"$134,500 - $233,500 a year",
Substation Manager,Equinix,"Hybrid work in Chicago, IL 60616",  Exposure to hyperscale level data centers and cutting-edge AI and machine learning spaces.  The Substation Manager will play a crucial role in overseeing the… ·More...,,"$134,500 - $233,500 a year",
Modeler,Discover Financial Services,"Riverwoods, IL 60015",  Design and develop models utilizing Machine learning and other algorithms.  Responsible for development of predictive models to support Discover business… ·More...,,"$134,500 - $233,500 a year",
Senior Data Engineer,AHEAD,"Hybrid work in Chicago, IL 60611","  As a Senior Data Engineer, you will design and implement data pipelines to enable analytics and machine learning on rich datasets. ·More...",,"$134,500 - $233,500 a year",
"Director II, Data Science & Analytics",AbbVie,"North Chicago, IL","  Data Science and Analytics is an ambitious team of Data Scientists and Data Engineers with a unique blend of Business, Scientific, and Machine Learning… EmployerActive 6 days ago·More...",,"$134,500 - $233,500 a year",Active 6 days ago
"Sr. Software Engineer I, Data & ML Platform",Zoro,"Chicago, IL","  Understanding of machine learning processes, model types, workflows, and terminology.  Ability to collaborate with cross-functional teams, including data… ·More...",,"$134,500 - $233,500 a year",
Data Architect,GridHawk LLC,"Crown Point, IN 46307",  GridHawk is led by a seasoned team of utility locating industry executives who collectively hold a best-in-class track record for safety and on-time performance… ·More...,,"$134,500 - $233,500 a year",
Senior Data Analyst,TPN,"Chicago, IL",  Work closely with the data scientist and innovation lead on A.I. and machine learning initiatives.  Initiate and focus on project-level impacts and opportunities… ·More...,,"$134,500 - $233,500 a year",
"machine learning engineer jobs in Chicago, IL",,,,,,
Laboratory Automation Software Engineer,AbbVie,"North Chicago, IL","  Experience in network architecture design, data science, database design, image processing, and machine learning a plus. EmployerActive 7 days ago·More...",,"$90,000 - $140,000 a year",Active 7 days ago
Lead Data Scientist,CoinFlip,"Chicago, IL",  Be the technical leader in developing data science and machine learning solutions to drive business growth and operational efficiencies. ·More...,,"$90,000 - $140,000 a year",
Health Analytics Innovation Actuary,Aon Corporation,"Remote in Chicago, IL 60601",  Serve as an actuarial resource in the development of solutions using advances analytics and machine learning.  Showcase and present on analytics capabilities and… ·More...,,"$90,000 - $140,000 a year",
