Job Title,Company Name,Location,Description,Salary,MetaData,Posting
"Data Scientist, Generative AI Innovation Center","Amazon Web Services, Inc.","Arlington, VA","  Experience in any of the following areas: algorithms and data structures, parsing, numerical optimization, data mining, parallel and distributed computing, high… ·More...",,"$121,758.60 - $162,344.80 a year",
Predoctoral Scholar - Machine Learning Data Scientist,The University of Chicago,"Chicago, IL 60637 (Woodlawn area)",  Develop classification models using supervised and unsupervised machine learning/deep learning techniques for various research applications. ·More...,,"$121,758.60 - $162,344.80 a year",
"Research Data Scientist - Computational Biomedicine, Omar Lab",CEDARS-SINAI,California,"  Responsibilities include querying databases, data processing, supervised and unsupervised machine learning, deploying production models, and communication of… ·More...",,"$121,758.60 - $162,344.80 a year",
"Data Scientist, Ambulatory Transformation & Performance",UCLA Health,"Los Angeles, CA 90095","  Apply statistical analysis and machine learning techniques to analyze large datasets, identify trends, and generate predictive insights. ·More...",,"$121,758.60 - $162,344.80 a year",
"Business Data Scientist, Economist",Google,"Mountain View, CA","  Experience in causal inference, applied statistics, applied microeconomics or econometrics demonstrated by projects, coursework, or publications. ·More...",,"$121,758.60 - $162,344.80 a year",
Senior Data Scientist,Verizon,"Hybrid work in Alpharetta, GA 30022","  Experience with systems, master data and data architecture to pull data from numerous tables from multiple sources to be merged and analyzed. ·More...",,"$121,758.60 - $162,344.80 a year",
Data Scientist,Intuitive Surgical,"Sunnyvale, CA (East Murphy area)","  Review data using statistical techniques, data visualization tools, and advanced Excel functions to identify patterns, trends, and correlations. ·More...",,"$121,758.60 - $162,344.80 a year",
Senior Data Scientist,FIS Global,"Jacksonville, FL 32204","  Clearly communicate findings and insights to data scientists and other cross-functional stakeholders.  Contribute to all data science aspects of products,… ·More...",,"$121,758.60 - $162,344.80 a year",
Senior Embedded ML Engineer,Flock Safety,Remote,"  Fully-paid health benefits plan for employees: including Medical, Dental, and Vision and an HSA match.  Help plan, breakdown, start working next project. ·More...",,"$121,758.60 - $162,344.80 a year",
Senior Data Scientist,Adobe,"San Francisco, CA 94103 (Mission Bay area)",  Prioritize and Lead Analytics Initiatives : Dive deep into Adobe Express data to uncover new product and business opportunities. ·More...,,"$121,758.60 - $162,344.80 a year",
Intelligence Data Analyst / Scientist,"Modern Technology Solutions, Inc.","Honolulu, HI",  Demonstrated design of rich interactive data visualizations and reports to communicate actionable insights and data/model limitations to the intended audience. ·More...,,"$121,758.60 - $162,344.80 a year",
Senior Data Scientist,Marathon Petroleum Company LP,"San Antonio, TX 78259 (Encino Park area)","  Mentors junior data scientists in model development and data handling.  Utilize advanced machine learning techniques (e.g., deep learning, NLP, computer vision,… ·More...",,"$121,758.60 - $162,344.80 a year",
data scientist jobs in United States,,,,,,
Data Analyst Senior,Allegheny Health Network,Pennsylvania,  Facilitates activities to improve patient safety and optimal clinical outcomes within the acute care setting; provides advanced level reporting and analyses to… ·More...,,$23.78 - $36.73 an hour,
Data Scientist (Mid),"LCG, Inc.","Bethesda, MD 20892","  The successful candidate will collaborate with various teams to understand project objectives, perform data mining, data cleaning, and aggregation, and… ·More...",,$23.78 - $36.73 an hour,
"Data Scientist, Registries and Real-world Data",Verily,"Boston, MA","  2+ years experience applying advanced machine learning and AI techniques (supervised and unsupervised methods, LLMs, NLP) to clinical data. ·More...",,$23.78 - $36.73 an hour,
Alternative Payment Models Data Scientist,Blue Cross and Blue Shield of Kansas,"Topeka, KS","  Ability to identify and make sense of rich data sources, manage large amounts of data, merge datasets, ensure consistency of datasets, graphically portray data… ·More...",,$23.78 - $36.73 an hour,
"Data Scientist, Shopping Product",PayPal,"Hybrid work in San Jose, CA",  Perform deep dive analyses on key business trends from multiple perspectives and package the insights into easily consumable presentations. ·More...,,$23.78 - $36.73 an hour,
Data Scientist,AG Grace Inc,"Fort Eisenhower, GA 30905","  The data scientist will utilize their expertise in machine learning, statistical data analytics, and predictive analytics to help create and implement data… ·More...",,$23.78 - $36.73 an hour,
Data Scientist,Blue Orange Digital,"New York, NY","  With proficiency in advanced machine learning and data techniques, strong skills in programming languages such as Python, deep expertise around data analytics… EmployerActive 3 days ago·More...",,$23.78 - $36.73 an hour,Active 3 days ago
Data Scientist,Michelin,"Woodburn, IN",  Determining the relevant data among those available and identifying the missing data to acquire.  Data visualization to help create models to represent data and… ·More...,,$23.78 - $36.73 an hour,
Senior Data Scientist,Development Gateway,Remote,"  DG, with support from the Gates Foundation, will lead an exciting data science-driven program to support 3-4 governments in West and East Africa in using data… ·More...",,$23.78 - $36.73 an hour,
Data Scientist,CLARA analytics,"Santa Clara, CA 95050",  CLARA analytics is looking for extraordinary data scientists to synthesize and leverage ever-growing datasets to help radically transform the operational… ·More...,,$23.78 - $36.73 an hour,
"Data Science Co-op, July 2025",Jellyfish,Remote,"  Explore fundamental research in areas of computer science, applied mathematics, and machine learning.  Learn the basics of how to develop machine learning models… ·More...",,$23.78 - $36.73 an hour,
Data Scientist,Beshenich Muir & Associates Llc,"Huntsville, AL 35805","  Enhance/Develop/Sustain current decision support tools or replacements along with internal and external portals using data/tools such as Army VANTAGE, ADVANA,… EmployerActive 6 days ago·More...",,$23.78 - $36.73 an hour,Active 6 days ago
Computer Vision Engineer/Data Scientist,Zenith Services,"Atlanta, GA","  Collect, clean, and preprocess visual data to be used in machine learning model training.  Experience with machine learning frameworks (e.g., TensorFlow, PyTorch… ·More...",,$23.78 - $36.73 an hour,
Data Scientist,Altus Group,"Hunt Valley, MD 21030","  As part of a data team, design, build and improve Altus Group data science and machine learning models.  Demonstrated ability to process & manage unstructured… ·More...",,$23.78 - $36.73 an hour,
Sr. Data Scientist,"Ovative Group, LLC","Minneapolis, MN 55401","  Provide mentoring, training, and other opportunities for effective technical development of data scientists.  Experience in machine learning & statistics needed,… ·More...",,$23.78 - $36.73 an hour,
data scientist jobs in United States,,,,,,
Data Scientist 2 (ML analytics),"Prime Time Consulting, L.L.C","Fort Meade, MD 20755","  Bachelor’s Degree must be in Mathematics, Applied Mathematics Statistics, Applied Statistics, Machine learning, Data Science, Operations Research, or Computer… ·More...",,"$121,600 - $206,650 a year",
Data Scientist Lead Consultant - Arity,Arity,Remote in Illinois,"  5+ years of industry experience in data science, data analytics, and machine learning in advertising domain.  As an advertising data scientist at Arity, you will… ·More...",,"$121,600 - $206,650 a year",
Senior Data Scientist - Assortment,CVS Health,"Remote in Wellesley, MA 02481",  A strong drive to explore data and make a business impact by applying data science and the curiosity to dive deep.  Bring your heart to CVS Health. ·More...,,"$121,600 - $206,650 a year",
Senior Data Scientist (Data Analytics),Steampunk,"Remote in El Paso, TX","  Employ data visualization tools like Power BI, Tableau, or Qlik to translate data insights into actionable intelligence.  An advanced degree is desirable. ·More...",,"$121,600 - $206,650 a year",
"Senior Data Scientist, Causal Inference",Discord,"San Francisco, CA 94107 (Potrero Hill area)","  Bonus Points Interest in conducting literature reviews, translating and championing best scientific practices to a wide range of functions across the company. ·More...",,"$121,600 - $206,650 a year",
Fulltime Role Senior Data analysts with SQL - 9+ Year,Sureminds Solutions Pvt. Ltd.,"Jersey City, NJ 07302 (McGinley Square area)","  Key responsibilities may include:Collecting, analyzing, and visualizing data to support business objectivesDeveloping and maintaining data models, dashboards,… EmployerActive 4 days ago·More...",,"$121,600 - $206,650 a year",Active 4 days ago
"Senior Data Scientist, Corporate Decision Sciences",NBCUniversal,"New York, NY 10020 (Midtown area)","  3+ years of relevant industry experience in data science, forecasting, or analytics, in addition to a PhD, with a strong focus on machine learning, deep… ·More...",,"$121,600 - $206,650 a year",
Senior Data Scientist,Nestlé Purina Pet Care,"St. Louis, MO","  As a Senior Data Scientist, you’ll apply advanced data science, machine learning, and artificial intelligence capabilities to develop and industrialize… ·More...",,"$121,600 - $206,650 a year",
Sr Data Scientist - Generative AI,Lowe's,"Charlotte, NC",  Leverages deep understanding of statistical techniques and tools to analyze data according to the project plan; communicates with stakeholders to provide… ·More...,,"$121,600 - $206,650 a year",
Data Scientist IV,Sutter Health,"Hybrid work in Sacramento, CA 95834",  Mentor and develop other data scientists across the organization.  Ability to mentor other data scientists working on common projects. ·More...,,"$121,600 - $206,650 a year",
Campus Data Specialist - Elementary,Clear Creek ISD,"League City, TX",  Maintain auditable documents and ensure all special programs coordinators have verified and approved data.  Be responsible for PEIMS data accuracy. ·More...,,"$121,600 - $206,650 a year",
"mRNA Senior Data Scientist, Computational Biology",Sanofi,"Waltham, MA","  Perform exploratory data analysis, hypothesis generation and validation through data integration, advanced analytics, and visualization of mRNA vaccine design… ·More...",,"$121,600 - $206,650 a year",
Data Scientist,Verizon,"Hybrid work in Irving, TX",  Experience conducting Quality Assurance on data structures and content.  Translating marketing campaign data requirements to IT and support teams. ·More...,,"$121,600 - $206,650 a year",
"Data Scientist, Growth",Wealthfront,"Palo Alto, CA","  Technical tools used in this role include Hypothesis testing (potentially with atypical distributions), mathematical transforms of variables, data mining,… ·More...",,"$121,600 - $206,650 a year",
Applied Scientist,Chewy,"Bellevue, WA","  Establish high bar on model performance, establish applied-science implementation best practices and mentoring junior scientists. ·More...",,"$121,600 - $206,650 a year",
data scientist jobs in United States,,,,,,
Senior Machine Learning Scientist,"Coalition, Inc.","Remote in Denver, CO",  Thoughtfully communicate your work and experience in applied machine learning through internal collaborations and mentorship opportunities. ·More...,,"$135,400 - $250,600 a year",
"AIML - Data Scientist, Data and ML Innovation",Apple,"Seattle, WA","  Experience in data science, machine learning, and analytics, including statistical data analysis and A/B testing.  Work with large, complex data sets. ·More...",,"$135,400 - $250,600 a year",
Senior Data Scientist,Fractal Analytics,California,"  8-12 years of experience in data science, performance marketing analytics, web analytics, eCommerce or digital marketing, and building scalable data products. ·More...",,"$135,400 - $250,600 a year",
Data Scientist Junior,Parsons,"Destin, FL",  These solutions include detailed implementation plans to ensure that all documentation meets quality standards and includes necessary training materials to… ·More...,,"$135,400 - $250,600 a year",
AI Engineer,Armada,"Bellevue, WA 98005","  Ideal candidates will possess strong skills in machine learning (ML), deep learning (DL), and real-time computer vision techniques. ·More...",,"$135,400 - $250,600 a year",
AI Infrastructure Engineer,WEX Inc.,"Portland, ME 04101 (Downtown area)","  Benefits include health, dental and vision insurances, retirement savings plan, paid time off, health savings account, flexible spending accounts, life… ·More...",,"$135,400 - $250,600 a year",
Advisor - Data Scientist - Advanced Analytics and Data Science,Lilly,"Indianapolis, IN 46204",  Experience handling and analyzing clinical biomarker data and clinical trial data.  Develop and implement machine learning algorithms to analyze large data sets. ·More...,,"$135,400 - $250,600 a year",
Data Scientist,Love's Travel Stops & Country Stores,"Oklahoma City, OK 73120","  Utilize statistical languages (R, Python, SAS) to manipulate data and draw insights from large data sets.  Coordinate with outside data and analytics vendors. ·More...",,"$135,400 - $250,600 a year",
Sr. AI/ML Engineer,Master Compliance Inc,"California, KY 41007","  Capacity to apply scientific analysis and mathematical modelling techniques to predict, measure and evaluate the consequences of designs and the ongoing success… EmployerActive 4 days ago·More...",,"$135,400 - $250,600 a year",Active 4 days ago
2025 Machine Learning Center of Excellence (NLP)- Summer Associate,JPMorgan Chase,"New York, NY 10001","  We encourage you to have a strong passion for machine learning, solid expertise in deep learning with hands-on implementation experience, and a commitment to… ·More...",,"$135,400 - $250,600 a year",
Software Engineer and Data Scientist (geography/geoscience),MIT Lincoln Laboratory,"Lexington, MA","  Comprehensive health, dental, and vision plans.  Applying novel analytical methods – including artificial intelligence and machine learning – to longstanding… ·More...",,"$135,400 - $250,600 a year",
Data Scientist Master's degree (2025 Grads),Procter & Gamble,"Cincinnati, OH 45202",  Proven leadership in applying and scaling Analytic and Machine Learnings techniques to deliver significant insights from data (in academia or in industry). ·More...,,"$135,400 - $250,600 a year",
Data Scientist II,HEB,"San Antonio, TX 78204 (Lone Star area)",  Grows expertise in constructing distributed machine learning pipeline from scratch.  Ability to grow expertise in constructing distributed machine learning… ·More...,,"$135,400 - $250,600 a year",
Lead Data Scientist - People & Culture,Bread Financial,"Hybrid work in Columbus, OH","  5+ years in statistical analysis and modeling techniques, such as regression analysis, machine learning, and data mining.  Ability to travel up to 10% Annually. ·More...",,"$135,400 - $250,600 a year",
Data Scientist / Tableau Developer,Pueo Business Solutions,"Reston, VA 20170","  Create and manage data flow diagrams to track field-level transformations,.  The Data Scientist will be tasked with employing advanced statistical methods as… ·More...",,"$135,400 - $250,600 a year",
data scientist jobs in United States,,,,,,
Data Scientist Master's degree (2025 Grads),Procter & Gamble,"Cincinnati, OH 45202",  Proven leadership in applying and scaling Analytic and Machine Learnings techniques to deliver significant insights from data (in academia or in industry). ·More...,,"$85,000 - $115,000 a year",
Data Scientist II,HEB,"San Antonio, TX 78204 (Lone Star area)",  Grows expertise in constructing distributed machine learning pipeline from scratch.  Ability to grow expertise in constructing distributed machine learning… ·More...,,"$85,000 - $115,000 a year",
Lead Data Scientist - People & Culture,Bread Financial,"Hybrid work in Columbus, OH","  5+ years in statistical analysis and modeling techniques, such as regression analysis, machine learning, and data mining.  Ability to travel up to 10% Annually. ·More...",,"$85,000 - $115,000 a year",
Data Scientist / Tableau Developer,Pueo Business Solutions,"Reston, VA 20170","  Create and manage data flow diagrams to track field-level transformations,.  The Data Scientist will be tasked with employing advanced statistical methods as… ·More...",,"$85,000 - $115,000 a year",
Staff Data Scientist - SF,Aircall,"San Francisco, CA","  6+ years of data science, machine learning / statistical modeling experience.  Lead groundbreaking projects that leverage AI and machine learning techniques to… ·More...",,"$85,000 - $115,000 a year",
Senior Data Scientist,Mass General Brigham,"Somerville, MA 02145 (Assembly Square area)","  Communicate progress status against project plans to the project manager and key stakeholders.  Plan, document, and implement systems that manage complex data… ·More...",,"$85,000 - $115,000 a year",
Data Scientist - Secret Clearance Required,Phoenix Operations Group,"Aberdeen Proving Ground, MD 21005","  You’ll participate in Scrum meetings, collaborate with SMEs (e.g. SIGINT, ELINT, All-Source) to understand the mission space, explore/characterize/process data… ·More...",,"$85,000 - $115,000 a year",
"Staff Data Scientist, Marketing",Realtor.com Careers,"Hybrid work in Austin, TX",  8+ years of related experience in analytics or data science.  Robust analytics skills and ability to work with and analyze large volumes of complex data. ·More...,,"$85,000 - $115,000 a year",
Senior Data Scientist,Canoe Intelligence,"Remote in New York, NY 10013","  The ideal candidate will have a deep understanding of private markets and alternative investments, coupled with a strong ability to visualize complex data and… ·More...",,"$85,000 - $115,000 a year",
Principal Data Scientist,Self Financial,"Remote in Austin, TX","  Basic working knowledge of data warehousing, data modeling, and machine learning.  Stay up to date on the latest advancements in data science, machine learning,… ·More...",,"$85,000 - $115,000 a year",
Senior Data Scientist,PSEG,"Hybrid work in Newark, NJ 07101","  Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and well-being and behavioral… ·More...",,"$85,000 - $115,000 a year",
Sr Search AI/ML Scientist,Datasite,Remote,"  Collaborate with Engineering and MLOPs to ensure successful solution deployment and implementation of critical, ongoing Production monitoring and alerting. ·More...",,"$85,000 - $115,000 a year",
Principal Data Scientist,Epic Games,"Cary, NC",  Partner with data engineers to ensure efficient architecture for analytics needs.  Use your expert experience in data & analytics to advance Epic's… ·More...,,"$85,000 - $115,000 a year",
DATA SCIENTIST LEAD,"University of Alabama, Birmingham","Birmingham, AL 35233","  Leads a team of data scientist professionals.  Typically includes creating various machine learning-based tools or processes within the unit, such as… ·More...",,"$85,000 - $115,000 a year",
STATISTICIAN (DATA SCIENTIST) NF4,Marine Corps Community Services,"Quantico, VA","  Evaluates results and consults with subject matter experts to identify significant factors, relationships, and trends to produce accurate and meaningful data. ·More...",,"$85,000 - $115,000 a year",
data scientist jobs in United States,,,,,,
Astronomical Data Scientist II,"Assn of Univ for Res in Astronomy, Inc.","Hybrid work in Baltimore, MD 21218",  Experience applying machine learning algorithms/tools to produce/analyze astronomical catalogs.  This candidate will lead archive activities and science data… ·More...,,"$86,000 - $106,000 a year",
"Data Scientist, Sr. Analyst",The University of Chicago,"Chicago, IL 60637 (Woodlawn area)",  Assists in analyzing data for the purpose of extracting applicable information.  Maintains and analyzes statistical models using general knowledge of best… ·More...,,"$86,000 - $106,000 a year",
Senior Data Scientist,Naval Nuclear Laboratory,"West Mifflin, PA",  This position involves collecting and transforming data from the Naval Nuclear fleet for analytics and performing evaluations and analyses with that data. ·More...,,"$86,000 - $106,000 a year",
Data Scientist Level 3,Base-2 Solutions,"Remote in Fort Meade, MD","  Relevant experience must be in designing/implementing machine learning, data science, advanced analytical algorithms, programming (skill in at least one high… ·More...",,"$86,000 - $106,000 a year",
"Data Scientist, 1560-CG-12/13/14",US Federal Deposit Insurance Corporation,"Washington, DC","  Specialized experience is defined as experience conducting economic, statistical, or machine-learning analyses by writing code in Python or R; and conducting… ·More...",,"$86,000 - $106,000 a year",
Data Scientist,Maverc Technologies,"Hybrid work in Arlington, VA","  Maintain all operational aspects of data transfers while ensuring the security posture of the underlying infrastructure, systems, and applications, and monitor… ·More...",,"$86,000 - $106,000 a year",
Data Scientist III,"Availity, LLC.",Florida,  Solve business problems and discover meaningful business narratives told by the data by performing data exploration and mining and applying statistical… ·More...,,"$86,000 - $106,000 a year",
Sr. Data Analyst,IPRO,"Albany, NY 12207","  Translate data analysis requests into solutions by data wrangling, data analyst and visualization tools.  Develops strong understanding of data sources and works… ·More...",,"$86,000 - $106,000 a year",
Data Scientist III,Ironwood Cyber Inc,"Hybrid work in Fort George G Meade, MD 20755","  Lead and manage data science strategy across key projects and programs, serving as the go-to expert for data science innovation. EmployerActive 5 days ago·More...",,"$86,000 - $106,000 a year",Active 5 days ago
Data Scientist,Penn State University,"University Park, PA","  Penn State offers competitive benefits to full-time employees, including medical, dental, vision and retirement plans, in addition to generous vacation time,… ·More...",,"$86,000 - $106,000 a year",
"Data Scientist II, Analytics",Expedia Partner Solutions,"Hybrid work in Seattle, WA 98119","  Apply your expertise in data modeling, quantitative analysis, data mining, data visualization with a goal of improving customer experience and business results… ·More...",,"$86,000 - $106,000 a year",
Data Scientist,Johns Hopkins Applied Physics Laboratory (APL),"Laurel, MD 20723",  Proven track record in designing and developing machine learning and data mining algorithms for solving interdisciplinary problems. ·More...,,"$86,000 - $106,000 a year",
"Data Scientist, GSSO","Amazon Web Services, Inc.","Seattle, WA",  Collaborate with our applied and data scientists to build robust and scalable Generative AI solutions for business problems. ·More...,,"$86,000 - $106,000 a year",
Data Solutions Analyst,HealthVerity,"Hybrid work in Philadelphia, PA",  Perform analytics against healthcare data using SQL based programming tools.  Analyze all vendor data assets and correct complex data anomalies. ·More...,,"$86,000 - $106,000 a year",
Data Scientist,Simplot,"Boise, ID 83702","  As a Data Scientist at Simplot, you'll turn data into information for use in making business decisions by analyzing data and applying machine learning,… ·More...",,"$86,000 - $106,000 a year",
data scientist jobs in United States,,,,,,
DATA SCIENTIST LEAD,"University of Alabama, Birmingham","Birmingham, AL 35233","  Leads a team of data scientist professionals.  Typically includes creating various machine learning-based tools or processes within the unit, such as… ·More...",,"$104,045 - $169,075 a year",
Senior Data Analyst,CAI,Remote,"  Assist the EA in creating technical solution options, briefing notes and technical recommendations.  Experience working within Health Sector or similar province… ·More...",,"$104,045 - $169,075 a year",
Senior Data Scientist,FCI Advisory,"Washington, DC 20001 (Chinatown area)","  Minimum of 10 years of professional experience in data science, including leading large teams and mentoring junior data scientists. EmployerActive 11 days ago·More...",,"$104,045 - $169,075 a year",Active 11 days ago
Senior Data Scientist (Data Analytics),Steampunk,"Remote in El Paso, TX","  Employ data visualization tools like Power BI, Tableau, or Qlik to translate data insights into actionable intelligence.  An advanced degree is desirable. ·More...",,"$104,045 - $169,075 a year",
Senior Data Scientist - Assortment,CVS Health,"Remote in Wellesley, MA 02481",  A strong drive to explore data and make a business impact by applying data science and the curiosity to dive deep.  Master’s degree or PhD preferred. ·More...,,"$104,045 - $169,075 a year",
Data Scientist Level 3,Base-2 Solutions,"Remote in Fort Meade, MD","  Relevant experience must be in designing/implementing machine learning, data science, advanced analytical algorithms, programming (skill in at least one high… ·More...",,"$104,045 - $169,075 a year",
Data Scientist,Verizon,"Hybrid work in Irving, TX",  Experience conducting Quality Assurance on data structures and content.  Translating marketing campaign data requirements to IT and support teams. ·More...,,"$104,045 - $169,075 a year",
Data Scientist II - Talent & DEI - Hybrid,Redfin,"Hybrid work in Seattle, WA 98101",  You will become the subject matter expert on Redfin’s Talent Management data.  You will become the subject matter expert on Redfin’s DEI data. ·More...,,"$104,045 - $169,075 a year",
Data Scientist Master's degree (2025 Grads),Procter & Gamble,"Cincinnati, OH 45202",  Proven leadership in applying and scaling Analytic and Machine Learnings techniques to deliver significant insights from data (in academia or in industry). ·More...,,"$104,045 - $169,075 a year",
"Data Scientist - Fairfax, VA","ICR, Inc.","Fairfax, VA 22030","  Knowledge of supervised and unsupervised machine learning concepts, such as Artificial Neural Networks, SVMs, Random Forests, Gaussian Processes, and other… ·More...",,"$104,045 - $169,075 a year",
AI/ML Applied Scientist,Infinia ML,"Hybrid work in Durham, NC 27703","  3+ years experience in machine learning, data science, data engineering, and/or computational software development.  Must be a US citizen or a Green Card Holder. EmployerActive 6 days ago·More...",,"$104,045 - $169,075 a year",Active 6 days ago
Non-clinical Senior Associate Statistician/Data Scientist,Pfizer,"Hybrid work in Pearl River, NY",  Help promote an effective network with other Pfizer statisticians and data scientists.  Partner with other data science / computational groups to identify… ·More...,,"$104,045 - $169,075 a year",
"Business Data Scientist, Economist",Google,"Mountain View, CA","  Experience in causal inference, applied statistics, applied microeconomics or econometrics demonstrated by projects, coursework, or publications. ·More...",,"$104,045 - $169,075 a year",
MCH Data Scientist Student Worker / Student Worker Para Professional Senior,State of Minnesota,"Hybrid work in Saint Paul, MN","  Current registration in a masters or doctoral program such as nursing, public health, epidemiology, social work, early childhood, public affairs, or other… ·More...",,"$104,045 - $169,075 a year",
Sr Data Scientist,American Century Investments,"Kansas City, MO",  The primary responsibility of the Sr. Data Scientist on the Client Insights and Analysis Team is to work with business decision-makers to identify business… ·More...,,"$104,045 - $169,075 a year",
data scientist jobs in United States,,,,,,
"Data Scientist - Fairfax, VA","ICR, Inc.","Fairfax, VA 22030","  Knowledge of supervised and unsupervised machine learning concepts, such as Artificial Neural Networks, SVMs, Random Forests, Gaussian Processes, and other… ·More...",,"$78,853 - $167,565 a year",
Lead Data Scientist,Citi,"Tampa, FL","  Deliver analytics initiatives to address business problems with the ability to identify data required, assess time & effort required and establish a project… ·More...",,"$78,853 - $167,565 a year",
Data Scientist 03-DM0925-1,Probity Inc.,"Chantilly, VA 20152","  Demonstrated experience developing, creating, and modifying data structure and data load routines for analytic use cases. ·More...",,"$78,853 - $167,565 a year",
Machine Learning Engineer,CVS Health,"Hybrid work in Downers Grove, IL 60515",  Stay updated with the latest trends and advancements in automation technology.  This pay range represents the base hourly rate or base annual full-time salary… ·More...,,"$78,853 - $167,565 a year",
Senior Data Scientist - Remote India,LeewayHertz,"Remote in San Francisco, CA 94111","  Mentor and guide junior data scientists, fostering a culture of continuous learning and improvement.  Perform exploratory data analysis to uncover insights,… ·More...",,"$78,853 - $167,565 a year",
Closure Data Scientist/Analyst,WA River Protection Solutions,"Hybrid work in Richland, WA","  Must have experience with data exploration, data cleaning, data editing, data analysis, data visualization, and data mining.  Full/Part-Time Full-Time. ·More...",,"$78,853 - $167,565 a year",
Data Scientist,"Systems Planning and Analysis, Inc.","Fallon, NV","  Desired experience of 3 years in a field requiring mastery of applied statistics or stochastic processes, ideally demonstrated by authorship of relevant… ·More...",,"$78,853 - $167,565 a year",
Sr. Data Scientist - Healthcare AI & Analytics,MedeAnalytics,"Dallas, TX","  Using artificial intelligence and machine learning alongside the most advanced data orchestration in the industry, we empower organizations to optimize their… ·More...",,"$78,853 - $167,565 a year",
Entry-level Data Scientist,CACI,"Bethesda, MD 20817","  Interest in data science, machine learning, or deep learning concepts.  Apply engineering principles to identify trends and events in complex ship data. ·More...",,"$78,853 - $167,565 a year",
Machine Learning Researcher,Apple,"Sunnyvale, CA","  You will have the opportunity to use your machine learning and computer vision skills to go beyond the state of the art, conceive proof of concept prototypes,… ·More...",,"$78,853 - $167,565 a year",
2025 University Graduate - Machine Learning Engineer,Adobe,"San Jose, CA 95110","  Deep understanding of statistical modeling, machine learning, or analytics concepts, and a track record of solving problems with these method. ·More...",,"$78,853 - $167,565 a year",
Senior Data Analyst,Dandy,"San Francisco Bay Area, CA","  For full time positions, we offer a wide range of best in class, comprehensive and inclusive employee benefits including healthcare, dental, parental planning,… ·More...",,"$78,853 - $167,565 a year",
Research Data Scientist,University of California San Francisco,"San Francisco, CA 94143 (Inner Sunset area)","  BA/BS with a major in a related field of quantitative science (e.g. data science, statistics, public health, epidemiology) and one+ years experience in project… ·More...",,"$78,853 - $167,565 a year",
Data Scientist,CBRE,"Dallas, TX 75201 (Downtown area)","  Responsible for developing and executing small to medium project plans.  Work with vendors to deliver updates, resolve issues, and manage product lifecycles and… ·More...",,"$78,853 - $167,565 a year",
Faculty in Applications of Data Science to Particle Accelerators (Tenure Track/Tenured),Old Dominion University,"Norfolk, VA 23529 (Edgewater area)","  Collaboration with other faculty in the School of Data Science, Physics, Engineering, as well as data scientists and accelerator scientists at the nearby Thomas… ·More...",,"$78,853 - $167,565 a year",
data scientist jobs in United States,,,,,,
Senior Data Scientist,PSEG,"Hybrid work in Newark, NJ 07101","  Starting on day one of your employment, you’ll be offered several health-related benefits including medical, vision, dental, and well-being and behavioral… ·More...",,"$88,400 - $140,000 a year",
"Scientist III, Data Sciences",Thermo Fisher Scientific,"Waltham, MA 02451",  Keep data separated and secure across through multiple data centers and AWS regions.  DUTIES: • Develop scalable data pipelines and builds out new API… ·More...,,"$88,400 - $140,000 a year",
Sr Search AI/ML Scientist,Datasite,Remote,"  Collaborate with Engineering and MLOPs to ensure successful solution deployment and implementation of critical, ongoing Production monitoring and alerting. ·More...",,"$88,400 - $140,000 a year",
Data Scientist,Amentum,"Camp H M Smith, HI 96817 (Liliha-Kapalama area)",  Determine which data are available and useful for the project.  Identify meaningful insights from large data and metadata sources. ·More...,,"$88,400 - $140,000 a year",
Senior Data Scientist II,FIS Global,"Bellevue, WA 98004 (Downtown area)",  Analyze and extract insights from large internal and external data set.  And traditional ML frameworks (3-5+ years relevant experience). ·More...,,"$88,400 - $140,000 a year",
"Manager, Data Scientist - Parsippany, NJ (Hybrid)",Teva Pharmaceuticals,"Parsippany-Troy Hills, NJ 07054","  2 years of hands-on experience (through work or schooling) in generating advanced insights and predictive capability from statistical models, including but not… ·More...",,"$88,400 - $140,000 a year",
"Early Career - Computer Science, Statistics & Data Analytics, Onsite",Sandia National Laboratories,"Albuquerque, NM 87116",  Apply existing methods or identify creative solutions to applied problems in the collection and/or analysis of data in an interdisciplinary team. ·More...,,"$88,400 - $140,000 a year",
"Data Scientist, People Analytics",International Flavors & Fragrances,"Wilmington, DE 19803",  Analytical Skills and Data Science Principles: Utilize strong analytical skills and knowledge of data science principles to extract meaningful insights from HR… ·More...,,"$88,400 - $140,000 a year",
Sr Data Analyst,McKesson,"Irving, TX 75038","  Design and develop data models, implement data transformations and optimize data sources to ensure accurate and efficient data retrieval. ·More...",,"$88,400 - $140,000 a year",
Data Scientist,"ECS Federal, LLC","Warner Robins, GA 31098","  Experience in implementing and training machine learning models, development, and application of generative AI, advanced data analytics, supervised and… ·More...",,"$88,400 - $140,000 a year",
"Manager, Senior Clinical Data Scientist, Clinical Data Sciences",Pfizer,"Remote in Bothell, WA","  It is our mission to strengthen the oversight of our clinical data through stronger ownership, control, and visibility of our clinical data. ·More...",,"$88,400 - $140,000 a year",
Senior ML Engineer – Edge Model Deployment (onsite),Zendar,"Berkeley, CA","  3+ years of experience in optimizing deep neural networks and deploying them across diverse compute platforms, including but not limited to Qualcomm, and NXP. EmployerActive 3 days ago·More...",,"$88,400 - $140,000 a year",Active 3 days ago
